index,image,speed
74,74.jpg,0.5804621621946993
75,75.jpg,0.47029649133304474
76,76.jpg,0.43513628192230414
77,77.jpg,0.5115047157510766
78,78.jpg,0.6096032766143793
79,79.jpg,0.654972251754689
80,80.jpg,0.48003973809166745
81,81.jpg,0.4894825898429893
82,82.jpg,0.5624263340077533
83,83.jpg,0.633860639906004
84,84.jpg,0.6777929432722534
85,85.jpg,0.5539555679632961
86,86.jpg,0.4774369366308715
87,87.jpg,0.4603666638245425
88,88.jpg,0.5140431468531652
89,89.jpg,0.701264801606893
90,90.jpg,0.6213354741667008
91,91.jpg,0.599527916120973
92,92.jpg,0.5223431915114833
93,93.jpg,0.9509760811097276
94,94.jpg,0.9625384901796608
95,95.jpg,0.8950904820025496
96,96.jpg,0.9593265025705122
97,97.jpg,1.0798352773016493
98,98.jpg,1.2916044284130628
99,99.jpg,1.60927774605892
100,100.jpg,1.4426312834979775
101,101.jpg,0.6412343111411793
102,102.jpg,1.0173745725687748
103,103.jpg,0.9101671394964335
104,104.jpg,0.8281686315400947
105,105.jpg,1.0825015162174036
106,106.jpg,1.2386453483677204
107,107.jpg,1.3590981488738922
108,108.jpg,1.3053013212615987
109,109.jpg,1.1268834791908588
110,110.jpg,1.3061595927110368
111,111.jpg,1.0949240625442744
112,112.jpg,1.915463286934795
113,113.jpg,1.761954907876504
114,114.jpg,1.169494790847974
115,115.jpg,1.8753950708985165
116,116.jpg,1.5809911714736806
117,117.jpg,2.1632285292164024
118,118.jpg,1.8898700054740445
119,119.jpg,2.051776384084338
120,120.jpg,3.1183671065688383
121,121.jpg,2.9909828312047004
122,122.jpg,3.5744208360728855
123,123.jpg,3.1645579699123587
124,124.jpg,3.465960513265115
125,125.jpg,4.234092936629931
126,126.jpg,3.0430659146293664
127,127.jpg,4.091177679645959
128,128.jpg,3.7235455004127953
129,129.jpg,3.340640753898377
130,130.jpg,4.598560706345166
131,131.jpg,4.048231455542814
132,132.jpg,4.823066792346994
133,133.jpg,4.6959371997064405
134,134.jpg,4.118599452455513
135,135.jpg,5.060873287103869
136,136.jpg,4.326532503349437
137,137.jpg,5.717479399488545
138,138.jpg,7.2030465248613575
139,139.jpg,7.0705811892261705
140,140.jpg,8.046404108510071
141,141.jpg,8.535266197072648
142,142.jpg,11.008179935293693
143,143.jpg,15.468011903169142
144,144.jpg,12.255399131896079
145,145.jpg,15.703173849022434
146,146.jpg,17.08580530759136
147,147.jpg,20.738746199703918
148,148.jpg,19.882202954461334
149,149.jpg,19.318625537513903
150,150.jpg,19.552677094679485
151,151.jpg,19.93483458529064
152,152.jpg,20.49874551532848
153,153.jpg,21.69474864592829
154,154.jpg,20.68014911584914
155,155.jpg,19.606738866956604
156,156.jpg,21.105843358636807
157,157.jpg,21.170412892295175
158,158.jpg,21.59446149286892
159,159.jpg,20.104553566350198
160,160.jpg,20.461574431885932
161,161.jpg,21.197349088703174
162,162.jpg,20.376900355976343
163,163.jpg,20.82392031202318
164,164.jpg,19.49701259376091
165,165.jpg,18.349443493570032
166,166.jpg,18.168986790355
167,167.jpg,19.850478629559596
168,168.jpg,19.647543144051152
169,169.jpg,20.006242303432035
170,170.jpg,18.259306333304018
171,171.jpg,17.979058781824293
172,172.jpg,17.80545425664853
173,173.jpg,18.390540235990013
174,174.jpg,19.93109504061121
175,175.jpg,19.373705574233483
176,176.jpg,19.449490943218887
177,177.jpg,19.717352331617967
178,178.jpg,18.983319406100833
179,179.jpg,19.11791502744775
180,180.jpg,17.18153382647934
181,181.jpg,18.952802258650806
182,182.jpg,19.553165003340414
183,183.jpg,19.649892195692114
184,184.jpg,19.50164819249163
185,185.jpg,18.962016548983524
186,186.jpg,19.171969336494875
187,187.jpg,19.738726555872105
188,188.jpg,20.411395871465643
189,189.jpg,19.33721084600924
190,190.jpg,19.010248139278836
191,191.jpg,18.586895951354013
192,192.jpg,19.65653960135839
193,193.jpg,19.85117457575664
194,194.jpg,20.481721421257745
195,195.jpg,19.769583746738785
196,196.jpg,19.290046031151356
197,197.jpg,20.173212483594018
198,198.jpg,20.579973911239698
199,199.jpg,21.0469482120341
200,200.jpg,19.62005420217164
201,201.jpg,20.00626982409264
202,202.jpg,20.55376491330435
203,203.jpg,20.40254401423956
204,204.jpg,20.655726162142
205,205.jpg,20.568850899835727
206,206.jpg,20.90972040275828
207,207.jpg,19.952172135021172
208,208.jpg,20.130238738830265
209,209.jpg,18.81572511333051
210,210.jpg,21.547506581354646
211,211.jpg,20.367089940147764
212,212.jpg,20.430313760147637
213,213.jpg,20.493204067057107
214,214.jpg,19.321867844494903
215,215.jpg,22.12942302020758
216,216.jpg,20.029984237402125
217,217.jpg,20.76491788148929
218,218.jpg,20.344352277063894
219,219.jpg,20.591492940285285
220,220.jpg,21.68012444675286
221,221.jpg,21.199881922382765
222,222.jpg,20.173602903813137
223,223.jpg,19.632582166622193
224,224.jpg,20.302706520787396
225,225.jpg,21.795349254647455
226,226.jpg,21.099676864853343
227,227.jpg,19.964343730239456
228,228.jpg,19.566022749266374
229,229.jpg,19.36695834786602
230,230.jpg,8.840522099362257
231,231.jpg,20.58299278777272
232,232.jpg,20.953259953646036
233,233.jpg,19.74975767625676
234,234.jpg,19.594644236297643
235,235.jpg,3.781851984749638
236,236.jpg,20.494418707738813
237,237.jpg,21.516519250414927
238,238.jpg,19.26515569266577
239,239.jpg,19.082351803617275
240,240.jpg,5.760924727097614
241,241.jpg,19.38050037869216
242,242.jpg,20.272215961094226
243,243.jpg,19.37789244626074
244,244.jpg,19.46479616213137
245,245.jpg,4.605358775966968
246,246.jpg,20.222229578846314
247,247.jpg,19.49293580437608
248,248.jpg,19.814846370851665
249,249.jpg,19.921680175972377
250,250.jpg,18.69059380052115
251,251.jpg,20.288470409571715
252,252.jpg,19.481835182662095
253,253.jpg,19.837733298535436
254,254.jpg,20.771692162065484
255,255.jpg,17.5277414046559
256,256.jpg,20.591524659012762
257,257.jpg,19.949625774237212
258,258.jpg,20.05744379281353
259,259.jpg,21.06871332295923
260,260.jpg,20.592193551001074
261,261.jpg,20.617534481997616
262,262.jpg,21.0422109267947
263,263.jpg,20.27347118308903
264,264.jpg,20.180534845122974
265,265.jpg,20.02030162938721
266,266.jpg,20.43723404016061
267,267.jpg,20.68556228985497
268,268.jpg,19.90477829229281
269,269.jpg,20.34137538119959
270,270.jpg,20.270458836882252
271,271.jpg,19.67240689477988
272,272.jpg,20.6556855808289
273,273.jpg,20.13375345370609
274,274.jpg,20.14364643151649
275,275.jpg,12.395961139172217
276,276.jpg,19.327496519266845
277,277.jpg,20.0572156978468
278,278.jpg,20.89191080373056
279,279.jpg,19.165097567476874
280,280.jpg,9.488744205751171
281,281.jpg,19.367415937155098
282,282.jpg,20.126202064306657
283,283.jpg,20.736479710044776
284,284.jpg,19.073595569025507
285,285.jpg,6.809391461990849
286,286.jpg,20.43378229628787
287,287.jpg,20.29526008305977
288,288.jpg,20.815473801476205
289,289.jpg,20.164805621456395
290,290.jpg,14.696698744470782
291,291.jpg,20.53735047183384
292,292.jpg,20.76296951200869
293,293.jpg,20.67735600202347
294,294.jpg,20.444860061859995
295,295.jpg,20.505500204925934
296,296.jpg,21.223337921353668
297,297.jpg,21.464840114313745
298,298.jpg,21.00326032945019
299,299.jpg,21.501451921958537
300,300.jpg,22.552620812561877
301,301.jpg,21.825786172375036
302,302.jpg,21.78077356646699
303,303.jpg,21.468920635313577
304,304.jpg,21.81034568241889
305,305.jpg,22.30592840959207
306,306.jpg,23.0606689996344
307,307.jpg,22.785032324936033
308,308.jpg,21.488561057949475
309,309.jpg,22.39347023162728
310,310.jpg,22.520449626764183
311,311.jpg,22.921341690470577
312,312.jpg,22.414073410932545
313,313.jpg,21.75296743731269
314,314.jpg,22.96168791182418
315,315.jpg,23.116497691612864
316,316.jpg,22.78333910463089
317,317.jpg,21.82188290308759
318,318.jpg,21.05797466790001
319,319.jpg,21.677189531557282
320,320.jpg,20.879623994899227
321,321.jpg,20.345051021972186
322,322.jpg,20.34768740796796
323,323.jpg,19.325606922722457
324,324.jpg,20.196049034475323
325,325.jpg,19.380531630967766
326,326.jpg,18.363718320291316
327,327.jpg,17.887562847247295
328,328.jpg,17.7423512476842
329,329.jpg,18.83899033348466
330,330.jpg,17.489429379927845
331,331.jpg,17.314556105652912
332,332.jpg,16.78601062385068
333,333.jpg,17.618445770401536
334,334.jpg,17.212949360240028
335,335.jpg,13.079277918483477
336,336.jpg,17.063419815672884
337,337.jpg,17.88619614325444
338,338.jpg,17.97285683769835
339,339.jpg,17.741244823837427
340,340.jpg,16.872480539477838
341,341.jpg,17.09913976733326
342,342.jpg,18.519225912084547
343,343.jpg,18.63189129854269
344,344.jpg,18.40365313109143
345,345.jpg,19.391630853326127
346,346.jpg,18.27348040642037
347,347.jpg,17.96901933812524
348,348.jpg,18.816416395008808
349,349.jpg,18.37742500862922
350,350.jpg,20.37293878020456
351,351.jpg,19.203950209927697
352,352.jpg,19.203324231511857
353,353.jpg,19.817702922132295
354,354.jpg,18.296854309861324
355,355.jpg,18.18292810398588
356,356.jpg,18.720873057515085
357,357.jpg,18.48175490008657
358,358.jpg,18.40462195163517
359,359.jpg,16.80825804601424
360,360.jpg,18.667025853100323
361,361.jpg,18.37157990018742
362,362.jpg,18.304140754595927
363,363.jpg,18.57900451853793
364,364.jpg,16.858385296728315
365,365.jpg,17.25451348743845
366,366.jpg,16.8838045916398
367,367.jpg,17.042405225814136
368,368.jpg,16.78526663311054
369,369.jpg,17.11784775267164
370,370.jpg,16.6091381368408
371,371.jpg,17.33011600728898
372,372.jpg,16.84369346203105
373,373.jpg,16.211625516966567
374,374.jpg,15.96359206485701
375,375.jpg,8.976671005451909
376,376.jpg,11.280643804340386
377,377.jpg,16.913978430510056
378,378.jpg,12.836721544286586
379,379.jpg,8.735595149505299
380,380.jpg,5.462262588508691
381,381.jpg,9.350854034813285
382,382.jpg,11.97449598230647
383,383.jpg,7.403369879871511
384,384.jpg,8.34011999141973
385,385.jpg,5.806725636673891
386,386.jpg,9.40054468657264
387,387.jpg,11.357353214489562
388,388.jpg,9.863288735315436
389,389.jpg,8.17761095698733
390,390.jpg,7.299033458087917
391,391.jpg,13.165037427905478
392,392.jpg,13.344248004937262
393,393.jpg,10.165619051446958
394,394.jpg,12.86817112903413
395,395.jpg,12.427967434232208
396,396.jpg,15.702146255542482
397,397.jpg,11.938498491780653
398,398.jpg,13.511709358923296
399,399.jpg,12.946587636431719
400,400.jpg,12.785973212901359
401,401.jpg,10.268093863798647
402,402.jpg,11.453693251785264
403,403.jpg,14.008077182908071
404,404.jpg,13.755465272422448
405,405.jpg,12.866230922461337
406,406.jpg,12.042860568417357
407,407.jpg,11.799505861836925
408,408.jpg,13.994196741246842
409,409.jpg,14.000998484177158
410,410.jpg,11.837431897638668
411,411.jpg,12.255582214256897
412,412.jpg,12.183595862564943
413,413.jpg,13.389278102790605
414,414.jpg,13.767820882905301
415,415.jpg,11.734084587055364
416,416.jpg,12.709368521198053
417,417.jpg,12.66179835966106
418,418.jpg,12.289038941421252
419,419.jpg,12.134597192161698
420,420.jpg,10.510819093574177
421,421.jpg,11.383384960712526
422,422.jpg,10.588161478917312
423,423.jpg,11.021311954921973
424,424.jpg,11.518148854573239
425,425.jpg,10.601271108855608
426,426.jpg,11.136637049969629
427,427.jpg,11.262912569227616
428,428.jpg,11.156338111349235
429,429.jpg,10.384238048338265
430,430.jpg,8.92003721753772
431,431.jpg,10.853752646042254
432,432.jpg,11.502422896069781
433,433.jpg,10.535261638260057
434,434.jpg,10.970617498728275
435,435.jpg,8.879706855547862
436,436.jpg,10.38160679331311
437,437.jpg,11.303814334763974
438,438.jpg,10.23356289796687
439,439.jpg,10.673037994940518
440,440.jpg,8.583213251724395
441,441.jpg,9.239275014771305
442,442.jpg,11.764691526491271
443,443.jpg,10.309955587293127
444,444.jpg,12.348644960680994
445,445.jpg,10.765784020541698
446,446.jpg,11.030943719682547
447,447.jpg,11.307141069534296
448,448.jpg,11.775955872813274
449,449.jpg,11.785742499596246
450,450.jpg,12.234653917994967
451,451.jpg,13.12373206488454
452,452.jpg,12.68501775091852
453,453.jpg,12.101805392144719
454,454.jpg,12.4596290213568
455,455.jpg,13.365336993870024
456,456.jpg,13.696895301082888
457,457.jpg,13.228182883990405
458,458.jpg,12.445065227699144
459,459.jpg,12.721043345169788
460,460.jpg,13.444732700365565
461,461.jpg,14.110613391987766
462,462.jpg,13.911820932030361
463,463.jpg,13.605848851193642
464,464.jpg,13.615308903357842
465,465.jpg,13.791913646991643
466,466.jpg,13.996254318772605
467,467.jpg,14.14329289371591
468,468.jpg,13.704246466015109
469,469.jpg,13.80526326641947
470,470.jpg,13.157685679908415
471,471.jpg,13.60739006649412
472,472.jpg,13.8365513422054
473,473.jpg,13.632491066307614
474,474.jpg,13.463823176241197
475,475.jpg,12.738223000940733
476,476.jpg,13.056436936309362
477,477.jpg,13.041231771324
478,478.jpg,13.215064158240553
479,479.jpg,13.330236606912212
480,480.jpg,12.069440862044962
481,481.jpg,12.877067765640183
482,482.jpg,12.57970842713728
483,483.jpg,12.77353737269606
484,484.jpg,13.145080867511508
485,485.jpg,12.85804166012326
486,486.jpg,12.803286973586278
487,487.jpg,12.12296108369556
488,488.jpg,11.209097549992208
489,489.jpg,11.4178072432575
490,490.jpg,11.107457220044349
491,491.jpg,11.793877886742797
492,492.jpg,11.482633208833981
493,493.jpg,11.047990203443266
494,494.jpg,11.534014748639107
495,495.jpg,11.13600034316067
496,496.jpg,11.742508941138288
497,497.jpg,11.805305491220942
498,498.jpg,10.84853911343879
499,499.jpg,11.125495846942544
500,500.jpg,11.36236943795003
501,501.jpg,11.687378994068116
502,502.jpg,11.873395803629508
503,503.jpg,11.26415286476243
504,504.jpg,10.026607530202305
505,505.jpg,8.069932407521549
506,506.jpg,9.753477101426673
507,507.jpg,10.133149802901332
508,508.jpg,8.238586478951177
509,509.jpg,5.5842649421426
510,510.jpg,4.316966508303198
511,511.jpg,9.43252229484234
512,512.jpg,12.25023620932102
513,513.jpg,10.071925662088274
514,514.jpg,7.58241556616559
515,515.jpg,7.294707116950122
516,516.jpg,9.759721492673211
517,517.jpg,11.74438850896737
518,518.jpg,10.81340362597741
519,519.jpg,11.399536789777581
520,520.jpg,11.68258060363313
521,521.jpg,12.423492294946387
522,522.jpg,12.83855085192617
523,523.jpg,12.884531695313111
524,524.jpg,13.191676727695233
525,525.jpg,12.839529584572249
526,526.jpg,12.860036324952421
527,527.jpg,12.738401185556867
528,528.jpg,12.690473255431982
529,529.jpg,12.947306205544686
530,530.jpg,12.754462756184168
531,531.jpg,12.896496069286062
532,532.jpg,12.879482586995477
533,533.jpg,12.865496960436504
534,534.jpg,12.870540821170547
535,535.jpg,12.941654091566042
536,536.jpg,12.784377947489903
537,537.jpg,12.885980028384038
538,538.jpg,12.97565994919988
539,539.jpg,12.734191457387746
540,540.jpg,12.799823101964796
541,541.jpg,12.726800993885083
542,542.jpg,12.785766691333839
543,543.jpg,12.728810585174237
544,544.jpg,12.764538349903512
545,545.jpg,12.689863486218787
546,546.jpg,12.721839578519893
547,547.jpg,13.023954627111245
548,548.jpg,12.938572010803995
549,549.jpg,13.112206155673803
550,550.jpg,12.863276882738894
551,551.jpg,12.755130831881699
552,552.jpg,12.947717499485197
553,553.jpg,12.818838945540476
554,554.jpg,12.720660621406601
555,555.jpg,12.719882113227737
556,556.jpg,12.588780916100093
557,557.jpg,12.64115319968707
558,558.jpg,12.615590470824111
559,559.jpg,12.71130837793194
560,560.jpg,12.639745914381116
561,561.jpg,12.044515539668772
562,562.jpg,11.849184152621602
563,563.jpg,11.9611554586902
564,564.jpg,11.779119349427454
565,565.jpg,11.505448769380926
566,566.jpg,11.582314907359997
567,567.jpg,11.389943274070735
568,568.jpg,11.272684269550595
569,569.jpg,11.65487196292064
570,570.jpg,11.671875533108887
571,571.jpg,11.755570526533491
572,572.jpg,11.168457463957553
573,573.jpg,11.062967040235964
574,574.jpg,11.748272420502015
575,575.jpg,11.190494982777507
576,576.jpg,11.317294327490776
577,577.jpg,11.235809849500352
578,578.jpg,11.182446822131524
579,579.jpg,11.881975486186706
580,580.jpg,11.297784511379795
581,581.jpg,10.900596075558473
582,582.jpg,9.804994378727335
583,583.jpg,10.966673181675857
584,584.jpg,9.942035140801401
585,585.jpg,9.323046972755233
586,586.jpg,9.163522297417128
587,587.jpg,10.02492177312716
588,588.jpg,10.650404817076579
589,589.jpg,8.77651510666477
590,590.jpg,8.469546859543156
591,591.jpg,9.74035487728776
592,592.jpg,8.980278544250798
593,593.jpg,9.060504535083297
594,594.jpg,9.30113586239332
595,595.jpg,8.258688688943021
596,596.jpg,8.663974729309043
597,597.jpg,10.721080672226577
598,598.jpg,10.30846154193848
599,599.jpg,12.899246619378168
600,600.jpg,12.027455995255563
601,601.jpg,13.005494444331294
602,602.jpg,12.489702806299933
603,603.jpg,11.758494713335951
604,604.jpg,13.381537333930046
605,605.jpg,13.346814423151832
606,606.jpg,12.51170487477741
607,607.jpg,12.397756745663855
608,608.jpg,12.479211370734298
609,609.jpg,12.753824883245523
610,610.jpg,13.011696738296141
611,611.jpg,12.49739716319896
612,612.jpg,11.784026423149243
613,613.jpg,11.72235075692148
614,614.jpg,12.77380383332948
615,615.jpg,12.815072929717159
616,616.jpg,12.709178675285052
617,617.jpg,12.052266337244639
618,618.jpg,11.700262394847185
619,619.jpg,12.479870000781368
620,620.jpg,12.853003863263586
621,621.jpg,12.667375025048973
622,622.jpg,12.344124575563328
623,623.jpg,12.253585800233203
624,624.jpg,12.488751011249619
625,625.jpg,12.697214651151008
626,626.jpg,12.857256621618147
627,627.jpg,12.463975886377082
628,628.jpg,12.394605163572479
629,629.jpg,12.13216324627954
630,630.jpg,12.371323617602716
631,631.jpg,12.284456984656126
632,632.jpg,12.100710862820748
633,633.jpg,12.084489998878238
634,634.jpg,12.220164290185387
635,635.jpg,12.159882148933274
636,636.jpg,12.239672473714808
637,637.jpg,12.141747432948893
638,638.jpg,12.224399906433552
639,639.jpg,12.345402886925928
640,640.jpg,12.331819341882943
641,641.jpg,12.289869692210083
642,642.jpg,12.316552138798247
643,643.jpg,12.324535695859584
644,644.jpg,12.584010046325716
645,645.jpg,12.62365145889665
646,646.jpg,12.488815614834264
647,647.jpg,12.443114525959171
648,648.jpg,12.102570606445155
649,649.jpg,12.055875741851027
650,650.jpg,12.32309249375928
651,651.jpg,12.403093888014112
652,652.jpg,12.43069897641042
653,653.jpg,11.866553887531484
654,654.jpg,11.976846899754932
655,655.jpg,12.242301396480588
656,656.jpg,11.849898990119572
657,657.jpg,12.027437337180574
658,658.jpg,11.814210057508866
659,659.jpg,11.211207311821452
660,660.jpg,11.253688483405528
661,661.jpg,11.332780996182517
662,662.jpg,12.064002499637896
663,663.jpg,11.779766551403593
664,664.jpg,10.635691059141209
665,665.jpg,10.113290147884328
666,666.jpg,9.043740254706766
667,667.jpg,9.148658341978106
668,668.jpg,8.309074820447549
669,669.jpg,7.618869713076734
670,670.jpg,6.674287874552389
671,671.jpg,6.6344332934747205
672,672.jpg,5.43919001297879
673,673.jpg,6.249674867210265
674,674.jpg,5.093076191629043
675,675.jpg,4.781407042514257
676,676.jpg,4.752404930753237
677,677.jpg,3.7531614628409145
678,678.jpg,4.6156990811252
679,679.jpg,3.361785950282039
680,680.jpg,2.8991002080235813
681,681.jpg,4.011686816967979
682,682.jpg,4.0553709679368914
683,683.jpg,3.978316849852318
684,684.jpg,2.319742724155226
685,685.jpg,1.9841511241948435
686,686.jpg,1.6961721328920536
687,687.jpg,3.0646579719089857
688,688.jpg,3.1884123187842484
689,689.jpg,1.372009536765443
690,690.jpg,3.472707273180699
691,691.jpg,3.3107439874416915
692,692.jpg,4.02435378407719
693,693.jpg,3.3737700318466963
694,694.jpg,3.492578123042696
695,695.jpg,4.4429253067382675
696,696.jpg,4.1439520447489215
697,697.jpg,4.3880220552791975
698,698.jpg,4.82215814409509
699,699.jpg,5.2643395948457155
700,700.jpg,6.048752587993003
701,701.jpg,6.372053181055178
702,702.jpg,5.53920102652834
703,703.jpg,6.247350071066786
704,704.jpg,6.539729569355447
705,705.jpg,6.486774220925102
706,706.jpg,6.710213065037629
707,707.jpg,6.335614893507774
708,708.jpg,7.323552500881245
709,709.jpg,7.001740822203097
710,710.jpg,7.238516458316895
711,711.jpg,7.531939409449247
712,712.jpg,7.4086748370424145
713,713.jpg,7.820068131803815
714,714.jpg,7.328295383543142
715,715.jpg,7.562480345944886
716,716.jpg,7.402236401816003
717,717.jpg,7.684806417179833
718,718.jpg,7.523980341111331
719,719.jpg,8.21530260072204
720,720.jpg,8.737376062762884
721,721.jpg,8.531742619611205
722,722.jpg,8.644521820326773
723,723.jpg,8.379114901692336
724,724.jpg,8.765889799411099
725,725.jpg,8.724970775155377
726,726.jpg,8.322766115873588
727,727.jpg,7.894775996958674
728,728.jpg,8.126235947508452
729,729.jpg,8.929830841098811
730,730.jpg,8.863458470944746
731,731.jpg,8.913347364750848
732,732.jpg,8.478312889624295
733,733.jpg,9.181819338653904
734,734.jpg,8.962100914693943
735,735.jpg,8.82535868181968
736,736.jpg,8.447305034802087
737,737.jpg,7.985846993877825
738,738.jpg,7.658217727418483
739,739.jpg,7.707629907408647
740,740.jpg,6.136493118526833
741,741.jpg,6.536826372887346
742,742.jpg,8.433559164506708
743,743.jpg,7.687415282515
744,744.jpg,8.343796565096074
745,745.jpg,6.278594883441339
746,746.jpg,5.726715146607502
747,747.jpg,7.474814914162881
748,748.jpg,6.577469257633249
749,749.jpg,7.0967379445515535
750,750.jpg,6.316086419321804
751,751.jpg,5.372134757280172
752,752.jpg,8.617762409179285
753,753.jpg,8.667263215025642
754,754.jpg,8.554912683582916
755,755.jpg,7.402594636855769
756,756.jpg,5.816425036956294
757,757.jpg,9.068232709743238
758,758.jpg,8.4915237396194
759,759.jpg,7.310238565021834
760,760.jpg,9.128851862474818
761,761.jpg,7.154772487445449
762,762.jpg,9.203962742049413
763,763.jpg,9.106371680825779
764,764.jpg,7.94083811958478
765,765.jpg,8.479281243716162
766,766.jpg,7.522182635586257
767,767.jpg,8.460947819233159
768,768.jpg,7.892817365536831
769,769.jpg,7.627940802683922
770,770.jpg,8.838630170558496
771,771.jpg,8.445580562221341
772,772.jpg,7.662556662756893
773,773.jpg,7.634775722003824
774,774.jpg,8.513184831776474
775,775.jpg,9.134307483601248
776,776.jpg,9.006415708597443
777,777.jpg,8.666720265043496
778,778.jpg,8.018933358253673
779,779.jpg,9.525827596241278
780,780.jpg,9.618924860104103
781,781.jpg,10.120057431682401
782,782.jpg,8.647612530448502
783,783.jpg,9.540793238188984
784,784.jpg,10.717816908459339
785,785.jpg,11.172011827242727
786,786.jpg,11.4459230964566
787,787.jpg,10.351994562499991
788,788.jpg,9.715571822733356
789,789.jpg,11.62966980135682
790,790.jpg,11.434586916545893
791,791.jpg,10.909182055215979
792,792.jpg,10.927821938580657
793,793.jpg,8.71613431084116
794,794.jpg,9.974899940536769
795,795.jpg,7.92699476084759
796,796.jpg,8.960019606429055
797,797.jpg,9.893635161379326
798,798.jpg,7.687484317392456
799,799.jpg,6.457134935903248
800,800.jpg,5.872792947301905
801,801.jpg,6.9857014080398425
802,802.jpg,7.292789066841378
803,803.jpg,7.148525763939537
804,804.jpg,5.866448268902307
805,805.jpg,7.358611023783302
806,806.jpg,8.109648452392431
807,807.jpg,8.3925034698517
808,808.jpg,8.44861296585873
809,809.jpg,7.63012939487999
810,810.jpg,10.013804359145684
811,811.jpg,10.058046386556732
812,812.jpg,9.999115323159673
813,813.jpg,9.375374476962238
814,814.jpg,10.238579121427337
815,815.jpg,12.186264666966009
816,816.jpg,12.408588457872078
817,817.jpg,11.025830474232142
818,818.jpg,11.313585568635078
819,819.jpg,12.96706102550285
820,820.jpg,12.520034772355707
821,821.jpg,11.914581405131617
822,822.jpg,7.131309491696428
823,823.jpg,8.618963989208499
824,824.jpg,9.027733025722867
825,825.jpg,8.380825380716843
826,826.jpg,5.432011318627238
827,827.jpg,3.2879811359565885
828,828.jpg,3.2492702948756715
829,829.jpg,4.184469920392406
830,830.jpg,3.7520503744753917
831,831.jpg,2.2989081847201103
832,832.jpg,5.074949871778406
833,833.jpg,5.164981613920737
834,834.jpg,5.489056517094905
835,835.jpg,5.032760232616017
836,836.jpg,4.111064388871695
837,837.jpg,5.039032144523162
838,838.jpg,2.978959567682569
839,839.jpg,3.6100801489895495
840,840.jpg,3.1633302685781626
841,841.jpg,2.6075864444143537
842,842.jpg,3.986438709894502
843,843.jpg,3.7958940519854494
844,844.jpg,2.7889447991031684
845,845.jpg,1.9275247995106515
846,846.jpg,1.771628186853924
847,847.jpg,3.1413790433550286
848,848.jpg,2.7423807742598925
849,849.jpg,5.944467942367499
850,850.jpg,5.342821988570606
851,851.jpg,4.2743738547210715
852,852.jpg,6.197647758010563
853,853.jpg,7.332962701001337
854,854.jpg,9.212333687392686
855,855.jpg,8.454897471966493
856,856.jpg,5.541978280990272
857,857.jpg,10.095152633188698
858,858.jpg,11.369304177971115
859,859.jpg,13.195974382042733
860,860.jpg,12.579107403896737
861,861.jpg,8.501250660562409
862,862.jpg,11.502416365743535
863,863.jpg,11.411053486563794
864,864.jpg,11.593936089366142
